"","x"
"157","https://www.isa.org.jm/news/government-india-signs-exploration-contract-international-seabed-authority"
"158","https://www.isa.org.jm/news/launch-international-seabed-authority-secretary-general-annual-report-2020"
"159","https://www.isa.org.jm/news/stakeholders-invited-comment-revised-draft-regulations-exploitation-mineral-resources-area"
"160","https://www.isa.org.jm/news/seabed-authority-launchers-stakeholder-survey-mineral-exploitation-code"
"161","https://www.isa.org.jm/news/seabed-authority-hold-legal-and-technical-commission-elections-july-2011"
"162","https://www.isa.org.jm/news/ambassador-nigeria-presents-credentials-secretary-general"
"163","https://www.isa.org.jm/news/isa-endowment-awards-four-tap-mar-ii-fellowships"
"164","https://www.isa.org.jm/news/isa-assembly-concludes-debate-secretary-generals-report-council-discusses-ltc-election-contract"
"165","https://www.isa.org.jm/news/open-applications-training-opportunities-under-isa-contractor-programme"
"166","https://www.isa.org.jm/news/international-seabed-authority-and-international-hydrographic-organization-sign-agreement"
"167","https://www.isa.org.jm/news/call-proposals-development-action-plan-increase-public-deep-sea-literacy-international-seabed"
"168","https://www.isa.org.jm/news/isa%E2%80%99s-secretary-general-visits-tonga-discuss-progress-undertaken-sustainable-development-deep"
"169","https://www.isa.org.jm/news/permanent-representatives-present-credentials-international-seabed-authority"
"170","https://www.isa.org.jm/news/deep-sea-taxonomic-standardization-workshop-opens-focus-building-partnerships-enhance-marine"
"171","https://www.isa.org.jm/news/pacific-small-island-developing-states-capacity-building-workshop-deep-seabed-mining"
"172","https://www.isa.org.jm/news/international-seabed-authority-prepares-22nd-annual-session"
"173","https://www.isa.org.jm/news/workshop-marine-scientific-research-area-establishing-collaborative-platform-enhance"
"174","https://www.isa.org.jm/news/monaco-strengthens-cooperation-isa-boost-deep-sea-marine-scientific-research-through-support-sg"
"175","https://www.isa.org.jm/news/call-applications-isanori-training-opportunities"
"176","https://www.isa.org.jm/news/twenty-sixth-session-international-seabed-authority-part-2-postponed-october-2020"
"177","https://www.isa.org.jm/news/activities-under-isa-endowment-fund-marine-scientific-research-postponed-until-2021"
"178","https://www.isa.org.jm/news/ambassador-france-presents-credentials-secretary-general"
"179","https://www.isa.org.jm/news/call-proposals-development-strategic-roadmap-implement-scientific-programmes-under-isa"
"180","https://www.isa.org.jm/news/nominations-open-international-seabed-authority-secretary-general%E2%80%99s-award-excellence-deep-sea"
"181","https://www.isa.org.jm/news/isa-observe-twentieth-anniversary-annual-session-kingston-14-25-july-2014"
"182","https://www.isa.org.jm/news/isa-and-companhia-de-pesquisa-de-recursos-minerais-brazil-sign-exploration-contract"
